TEHBInnTier1FamilyMOOP,State
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
"$8,000 ",OK
"$4,000 ",OK
"$4,000 ",OK
"$8,000 ",OK
$0 ,OK
"$8,000 ",OK
"$8,000 ",OK
"$4,000 ",OK
"$7,000 ",OK
$0 ,OK
"$7,000 ",OK
"$7,000 ",OK
"$3,000 ",OK
"$3,000 ",OK
"$7,000 ",OK
$0 ,OK
"$7,000 ",OK
"$11,000 ",OK
"$10,400 ",OK
"$3,000 ",OK
"$1,400 ",OK
"$11,000 ",OK
"$7,000 ",OK
"$7,000 ",OK
"$11,000 ",OK
$0 ,OK
"$11,000 ",OK
"$10,000 ",OK
"$3,000 ",OK
"$1,500 ",OK
"$11,000 ",OK
"$7,000 ",OK
"$7,000 ",OK
"$11,000 ",OK
$0 ,OK
"$11,000 ",OK
"$10,000 ",OK
"$3,000 ",OK
"$1,500 ",OK
"$13,000 ",OK
"$11,000 ",OK
"$11,000 ",OK
"$13,000 ",OK
$0 ,OK
"$13,000 ",OK
"$13,000 ",OK
"$11,000 ",OK
"$11,000 ",OK
"$13,000 ",OK
$0 ,OK
"$13,000 ",OK
"$13,200 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,200 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$10,500 ",OK
"$9,750 ",OK
"$12,700 ",OK
$0 ,OK
"$9,750 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
$0 ,OK
"$9,750 ",OK
"$9,750 ",OK
"$10,500 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$12,700 ",OK
"$10,500 ",OK
$0 ,OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$13,200 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$2,800 ",OK
"$2,800 ",OK
"$8,000 ",OK
"$13,200 ",OK
,OK
,OK
,OK
,OK
"$9,750 ",OK
"$9,750 ",OK
$0 ,OK
,OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
$0 ,OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
$0 ,OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$10,500 ",OK
$0 ,OK
"$9,750 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$10,500 ",OK
"$10,500 ",OK
$0 ,OK
"$9,750 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$10,500 ",OK
"$10,500 ",OK
$0 ,OK
"$9,750 ",OK
"$10,500 ",OK
"$9,750 ",OK
"$10,500 ",OK
"$10,500 ",OK
$0 ,OK
"$9,750 ",OK
"$10,500 ",OK
"$12,700 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,500 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$8,000 ",OK
"$8,000 ",OK
"$13,200 ",OK
$0 ,OK
"$9,750 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$12,700 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$12,700 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$13,200 ",OK
$0 ,OK
"$8,000 ",OK
"$8,000 ",OK
"$13,200 ",OK
"$10,400 ",OK
"$4,400 ",OK
"$1,650 ",OK
"$12,700 ",OK
"$10,000 ",OK
"$10,000 ",OK
"$12,700 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$13,200 ",OK
"$13,200 ",OK
,OK
,OK
,OK
"$13,200 ",OK
"$13,200 ",OK
$0 ,OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
$0 ,OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
$0 ,OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
$0 ,OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
$0 ,OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
$0 ,OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
$0 ,OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
$0 ,OK
"$13,200 ",OK
"$12,700 ",OK
"$12,700 ",OK
,OK
,OK
,OK
,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$4,000 ",OK
"$4,000 ",OK
"$8,000 ",OK
$0 ,OK
"$4,000 ",OK
"$4,000 ",OK
"$8,000 ",OK
"$13,000 ",OK
"$3,000 ",OK
"$3,000 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$2,800 ",OK
"$2,800 ",OK
"$8,000 ",OK
$0 ,OK
$0 ,OK
"$10,000 ",OK
"$10,000 ",OK
"$12,700 ",OK
"$10,400 ",OK
"$4,000 ",OK
"$2,000 ",OK
"$13,200 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
,OK
,OK
,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
,OK
"$3,400 ",OK
"$3,400 ",OK
"$7,000 ",OK
"$7,000 ",OK
"$8,000 ",OK
"$8,000 ",OK
"$7,000 ",OK
"$7,000 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$12,600 ",OK
"$12,600 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
"$8,000 ",OK
"$13,000 ",OK
$0 ,OK
"$3,000 ",OK
"$3,000 ",OK
"$13,000 ",OK
"$8,000 ",OK
"$8,000 ",OK
"$8,000 ",OK
"$13,200 ",OK
$0 ,OK
"$8,000 ",OK
"$8,000 ",OK
"$13,200 ",OK
"$10,400 ",OK
"$4,000 ",OK
"$1,700 ",OK
"$13,200 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,200 ",OK
$0 ,OK
"$13,000 ",OK
"$13,000 ",OK
"$13,200 ",OK
"$10,400 ",OK
"$4,200 ",OK
"$2,000 ",OK
"$13,200 ",OK
"$8,000 ",OK
"$8,000 ",OK
"$13,200 ",OK
$0 ,OK
"$8,000 ",OK
"$8,000 ",OK
"$13,200 ",OK
"$10,400 ",OK
"$4,400 ",OK
"$2,000 ",OK
"$13,000 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$13,000 ",OK
$0 ,OK
"$6,000 ",OK
"$6,000 ",OK
"$13,000 ",OK
"$13,200 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$13,200 ",OK
$0 ,OK
"$6,000 ",OK
"$6,000 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$13,200 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,000 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$13,200 ",OK
"$4,500 ",PA
"$2,000 ",PA
"$13,200 ",PA
$0 ,PA
,PA
"$10,200 ",PA
"$4,500 ",PA
"$2,000 ",PA
"$2,500 ",PA
"$13,200 ",PA
,PA
"$13,200 ",PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
"$12,700 ",PA
"$13,200 ",PA
"$13,200 ",PA
"$12,700 ",PA
$0 ,PA
"$13,200 ",PA
"$10,200 ",PA
"$4,500 ",PA
"$2,000 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$10,200 ",PA
"$4,500 ",PA
"$2,000 ",PA
"$12,900 ",PA
"$13,200 ",PA
"$13,200 ",PA
"$12,900 ",PA
"$12,000 ",PA
$0 ,PA
"$13,200 ",PA
"$12,000 ",PA
"$10,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
"$2,500 ",PA
"$12,700 ",PA
$0 ,PA
"$13,200 ",PA
"$12,700 ",PA
"$9,600 ",PA
"$4,500 ",PA
"$2,000 ",PA
"$6,000 ",PA
"$6,000 ",PA
$0 ,PA
"$6,000 ",PA
"$6,000 ",PA
"$6,000 ",PA
$0 ,PA
"$6,000 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$9,600 ",PA
"$4,500 ",PA
"$6,500 ",PA
"$9,600 ",PA
"$4,500 ",PA
"$6,500 ",PA
"$2,000 ",PA
"$6,000 ",PA
"$2,000 ",PA
"$6,000 ",PA
"$6,000 ",PA
$0 ,PA
"$6,000 ",PA
"$13,200 ",PA
"$6,000 ",PA
"$6,000 ",PA
"$6,000 ",PA
$0 ,PA
"$6,000 ",PA
"$6,000 ",PA
"$6,000 ",PA
"$6,000 ",PA
"$13,200 ",PA
"$4,500 ",PA
"$4,500 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$10,200 ",PA
"$6,000 ",PA
$0 ,PA
"$6,000 ",PA
"$7,000 ",PA
"$13,200 ",PA
"$13,200 ",PA
"$7,000 ",PA
"$7,000 ",PA
$0 ,PA
"$13,200 ",PA
"$7,000 ",PA
"$6,000 ",PA
$0 ,PA
"$6,000 ",PA
"$6,000 ",PA
"$6,000 ",PA
$0 ,PA
"$6,000 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$9,600 ",PA
"$4,500 ",PA
"$2,000 ",PA
$0 ,PA
"$4,500 ",PA
"$2,000 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$10,200 ",PA
"$4,500 ",PA
"$2,000 ",PA
"$13,200 ",PA
"$2,500 ",PA
"$2,500 ",PA
"$13,200 ",PA
$0 ,PA
"$2,000 ",PA
"$2,000 ",PA
"$13,200 ",PA
"$10,200 ",PA
"$4,500 ",PA
"$2,000 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$10,200 ",PA
"$4,500 ",PA
"$2,000 ",PA
"$3,000 ",PA
"$2,000 ",PA
"$2,000 ",PA
"$3,000 ",PA
$0 ,PA
"$2,000 ",PA
"$2,000 ",PA
"$3,000 ",PA
"$3,000 ",PA
"$5,000 ",PA
"$5,000 ",PA
"$3,000 ",PA
$0 ,PA
"$6,000 ",PA
"$6,000 ",PA
"$3,000 ",PA
"$6,000 ",PA
"$6,000 ",PA
"$13,200 ",PA
"$3,000 ",PA
"$3,000 ",PA
"$13,200 ",PA
$0 ,PA
"$3,000 ",PA
"$3,000 ",PA
"$3,000 ",PA
$0 ,PA
"$3,000 ",PA
"$13,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$7,000 ",PA
"$7,000 ",PA
"$4,500 ",PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
"$5,000 ",PA
"$5,000 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$7,000 ",PA
"$8,000 ",PA
"$8,000 ",PA
"$7,000 ",PA
$0 ,PA
"$7,000 ",PA
"$7,000 ",PA
"$4,500 ",PA
"$1,500 ",PA
"$7,000 ",PA
"$7,000 ",PA
$0 ,PA
"$7,000 ",PA
"$7,000 ",PA
"$4,500 ",PA
"$1,500 ",PA
"$7,000 ",PA
"$7,000 ",PA
"$1,500 ",PA
"$7,000 ",PA
"$7,000 ",PA
$0 ,PA
"$7,000 ",PA
"$7,000 ",PA
"$4,500 ",PA
"$1,500 ",PA
"$13,200 ",PA
"$13,200 ",PA
"$7,000 ",PA
$0 ,PA
$0 ,PA
"$7,000 ",PA
"$5,500 ",PA
"$2,000 ",PA
"$7,000 ",PA
"$7,000 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$7,000 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$12,000 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$12,000 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$12,000 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$12,000 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$12,000 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$12,000 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$12,000 ",PA
"$7,000 ",PA
"$7,000 ",PA
"$5,500 ",PA
"$2,000 ",PA
"$1,000 ",PA
"$5,500 ",PA
"$2,000 ",PA
"$1,000 ",PA
"$7,000 ",PA
"$7,000 ",PA
"$1,000 ",PA
"$7,000 ",PA
$0 ,PA
$0 ,PA
"$3,000 ",PA
"$1,000 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$4,000 ",PA
"$4,000 ",PA
"$5,000 ",PA
"$12,500 ",PA
$0 ,PA
"$7,000 ",PA
$0 ,PA
"$7,000 ",PA
"$5,500 ",PA
"$2,000 ",PA
"$1,000 ",PA
"$7,000 ",PA
"$7,000 ",PA
$0 ,PA
"$7,000 ",PA
"$5,500 ",PA
"$2,000 ",PA
"$1,000 ",PA
"$7,000 ",PA
"$7,000 ",PA
$0 ,PA
"$7,000 ",PA
"$5,500 ",PA
"$2,000 ",PA
"$1,000 ",PA
"$7,000 ",PA
"$7,000 ",PA
$0 ,PA
"$7,000 ",PA
"$5,500 ",PA
"$2,000 ",PA
"$1,000 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$3,000 ",PA
"$1,000 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$4,000 ",PA
"$11,000 ",PA
"$12,000 ",PA
"$10,400 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$10,000 ",PA
"$3,000 ",PA
"$1,000 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$10,000 ",PA
$0 ,PA
"$12,700 ",PA
"$10,000 ",PA
"$3,000 ",PA
"$1,000 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$10,000 ",PA
"$10,000 ",PA
"$3,000 ",PA
"$1,000 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$10,000 ",PA
"$3,000 ",PA
"$1,000 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$10,000 ",PA
"$3,000 ",PA
"$1,000 ",PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$4,000 ",PA
"$4,000 ",PA
$0 ,PA
"$10,000 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$13,200 ",PA
"$4,000 ",PA
$0 ,PA
"$12,500 ",PA
$0 ,PA
"$12,500 ",PA
"$13,000 ",PA
"$5,000 ",PA
$0 ,PA
"$5,000 ",PA
"$11,000 ",PA
"$4,000 ",PA
"$4,000 ",PA
"$11,000 ",PA
$0 ,PA
"$13,200 ",PA
"$12,900 ",PA
"$8,000 ",PA
"$8,000 ",PA
"$12,700 ",PA
"$1,300 ",PA
"$4,000 ",PA
"$4,000 ",PA
"$4,000 ",PA
$0 ,PA
"$4,000 ",PA
"$4,000 ",PA
"$4,000 ",PA
$0 ,PA
"$4,000 ",PA
"$4,000 ",PA
"$4,000 ",PA
"$4,000 ",PA
"$4,000 ",PA
$0 ,PA
"$4,000 ",PA
"$4,000 ",PA
"$4,000 ",PA
$0 ,PA
"$4,000 ",PA
"$5,000 ",PA
"$5,000 ",PA
$0 ,PA
"$13,000 ",PA
"$6,000 ",PA
"$1,500 ",PA
$0 ,PA
"$12,700 ",PA
"$12,900 ",PA
"$12,900 ",PA
"$6,000 ",PA
$0 ,PA
"$6,000 ",PA
"$10,000 ",PA
"$10,000 ",PA
$0 ,PA
"$10,000 ",PA
"$8,000 ",PA
"$8,000 ",PA
$0 ,PA
"$8,000 ",PA
"$11,000 ",PA
"$11,000 ",PA
"$10,400 ",PA
"$4,500 ",PA
"$1,500 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$12,000 ",PA
"$10,400 ",PA
"$4,500 ",PA
"$1,500 ",PA
"$4,000 ",PA
"$4,000 ",PA
$0 ,PA
"$4,000 ",PA
"$10,000 ",PA
"$10,000 ",PA
$0 ,PA
"$12,000 ",PA
"$10,400 ",PA
"$4,500 ",PA
"$4,400 ",PA
"$9,400 ",PA
"$3,000 ",PA
"$8,000 ",PA
"$1,000 ",PA
"$9,100 ",PA
"$3,000 ",PA
"$12,700 ",PA
"$12,000 ",PA
"$12,000 ",PA
$0 ,PA
"$4,500 ",PA
"$1,500 ",PA
"$12,700 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$8,000 ",PA
"$8,000 ",PA
$0 ,PA
"$8,000 ",PA
"$10,000 ",PA
"$10,000 ",PA
$0 ,PA
"$10,000 ",PA
"$12,900 ",PA
"$12,900 ",PA
$0 ,PA
"$12,900 ",PA
"$10,400 ",PA
"$4,500 ",PA
"$1,400 ",PA
"$12,900 ",PA
"$12,900 ",PA
$0 ,PA
"$12,900 ",PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
"$13,200 ",PA
"$11,200 ",PA
"$4,400 ",PA
"$6,800 ",PA
"$6,800 ",PA
,PA
,PA
,PA
,PA
"$12,700 ",PA
"$12,700 ",PA
"$12,700 ",PA
,PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$10,400 ",PA
"$4,500 ",PA
"$1,100 ",PA
"$5,000 ",PA
"$3,000 ",PA
"$3,000 ",PA
"$12,900 ",PA
"$12,900 ",PA
"$13,200 ",PA
"$12,900 ",PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
"$12,700 ",PA
"$11,000 ",PA
"$12,900 ",PA
"$10,000 ",PA
"$10,000 ",PA
"$12,900 ",PA
$0 ,PA
"$12,900 ",PA
"$10,400 ",PA
"$4,500 ",PA
"$2,000 ",PA
"$12,000 ",PA
"$10,000 ",PA
"$10,000 ",PA
"$12,000 ",PA
$0 ,PA
"$12,000 ",PA
"$4,000 ",PA
"$12,000 ",PA
"$12,000 ",PA
"$4,000 ",PA
$0 ,PA
"$4,000 ",PA
"$13,200 ",PA
"$12,900 ",PA
"$12,900 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$13,200 ",PA
"$12,900 ",PA
"$12,900 ",PA
"$13,200 ",PA
$0 ,PA
"$13,200 ",PA
"$12,900 ",PA
"$13,200 ",PA
"$12,900 ",PA
"$12,900 ",PA
"$12,900 ",PA
"$12,900 ",PA
"$12,900 ",PA
"$12,900 ",PA
"$9,400 ",PA
"$9,400 ",PA
"$1,000 ",PA
"$9,400 ",PA
